#2 v abc;0\2VABC_27431_01.zip
$#!7;0\__!7_26863_01.zip
Shoot Em Up Destruction Set IV;s2\SEUDS4A_29948_01.zip
Shoot or Die;s2\SHOOTORD_26006_01.zip
Shoot or Die;s2\SHOOTDIE_06786_01.zip
Shoot Out;s2\SHOOTOU3_16350_02.zip
Shoot Out;s2\SHOOTOU2_13980_01.zip
Shoot Out;s2\SHOOTOU4_21544_01.zip
Shoot Out;s2\SHOOTOU1_06787_01.zip
Shoot the Moko [Preview];s2\SHOOTTM-_19960_01.zip
Shoot the Moon!;s2\SHOOTTM_13276_01.zip
Shoot the Rapids;s2\SHOOTTR3_17684_02.zip
Shoot the Rapids;s2\SHOOTTR1_06789_01.zip
Shoot the Rapids;s2\SHOOTTR2_12865_01.zip
Shoot!;s2\SHOOT!_17596_01.zip
Shoot'em;s2\SHOOTEM1_25796_01.zip
Shoot'em;s2\SHOOTEM2_27807_01.zip
Shoot'em Up;s2\SHOOTEMU_06780_01.zip
Shootin' Putin;s2\SHOOTINP_25775_01.zip
Shooting;s2\SHOOTING_12866_01.zip
Shooting Gallery;s2\SHOOTGA4_13652_01.zip
Shooting Gallery;s2\SHOOTGA3_15768_01.zip
Shooting Gallery;s2\SHOOTGA2_15580_01.zip
Shooting Gallery;s2\SHOOTGA5_19020_02.zip
Shooting Gallery;s2\SHOOTGA6_22379_01.zip
Shooting Gallery;s2\SHOOTGA7_27453_01.zip
Shooting Gallery;s2\SHOOTGA1_09198_01.zip
Shooting Star;s2\SHOOTSTR_06790_01.zip
Shooting Stars;s2\SHOOTSRS_17519_02.zip
Shootout;s2\SHOOTO1_09186_01.zip
Shoot-Out - AS-1 and the Robots;s2\SHOOTAS1_11924_01.zip
Shootout at Fort Apache;s2\SHOOTAFA_12472_01.zip
Shootout at the OK Galaxy;s2\SHOOTOKG_25634_01.zip
Shoot-Out!;s2\SHOOT-OU_16890_01.zip
Shopping AG;s2\SHOPPING_09891_01.zip
Shopping Day;s2\SHOPPING_24786_01.zip
Shopping Spree;s2\SHOPSPRE_29512_01.zip
Short Circuit;s2\SHORTCIR_06791_02.zip
Shot Action!;s2\SHOTACTI_19154_01.zip
Shot Away;s2\SHOTAWAY_06793_01.zip
Shot Away '92;s2\SHOTAW92_10203_03.zip
Shot the Goulds!;s2\SHOTGOUL_11429_01.zip
Shotgate;s2\SHOTGATE_21085_01.zip
Shotgun;s2\SHOTGUN_26437_02.zip
Shotgun - X-Mas Edition;s2\SHOTGUNX_26962_01.zip
Shots;s2\SHOTS_11086_01.zip
Shove;s2\SHOVE_06794_02.zip
Shove It;s2\SHOVEIT_13333_01.zip
Show Director;s2\SHOWDIR0_19589_02.zip
Show Jumping;s2\SHOWJUMP_06795_01.zip
Show on It;s2\SHOWONIT_25662_01.zip
Showdown;s2\SHOWDWN2_29511_01.zip
Showdown;s2\SHOWDWN1_06796_01.zip
Shrapnel;s2\SHRAPNEL_10737_01.zip
Shredz64;s2\SHREDZ64_20844_01.zip
Shuffle;s2\SHUFFLE2_13722_01.zip
Shuffle;s2\SHUFFLE3_19720_01.zip
Shuffle;s2\SHUFFLE5_23395_01.zip
Shuffle;s2\SHUFFLE4_29145_01.zip
Shuffle;s2\SHUFFLE1_06797_01.zip
Shuffle Puzzle, The;s2\SHUFFLEP_29095_01.zip
Shuffleboard;s2\SHUFFLEB_09466_01.zip
Shuffler;s2\SHUFFLER_06798_01.zip
Shugun;s2\SHUGUN_06799_01.zip
Shut the Boxes;s2\SHUTBOXS_12011_01.zip
Shutdown;s2\SHUTDWN2_26108_01.zip
Shutdown;s2\SHUTDWN1_12283_01.zip
Shut-Down;s2\SHUT-DWN_18725_01.zip
Shutter Bug;s2\SHUTTERB_28170_01.zip
Shutterbug's Pictures;s2\SHUTTERB_13327_01.zip
Shuttle;s2\SHUTTLE_12882_01.zip
Shuttle Escape;s2\SHUTTLEE_09775_01.zip
Shuttle in Fuga;s2\SHUTTLEF_25371_01.zip
Shuttle Launch;s2\SHUTTLEL_22466_01.zip
Shuttle Pilot;
Shuttle Simulator;s2\SHUTTLES_06800_01.zip
Shuttle Voyage;s2\SHUTTLEV_12889_02.zip
Shuttle War;s2\SHUTTLEW_06801_01.zip
Shylok [Preview];s2\SHYLOK-_17999_01.zip
S;s2\SI_15582_01.zip
Sibilla, La;s2\SIBILLA_22552_02.zip
SID Hero;s2\SIDHERO_27100_01.zip
Side Game;s2\SIDEGAME_18834_01.zip
Side Step;s2\SIDESTEP_11962_01.zip
SideArms, Hyper Dyne;s2\SIDEARMS_06802_02.zip
Sidelines;s2\SIDELINE_27565_02.zip
Sideral;s2\SIDERAL_19352_01.zip
Sidewalk;s2\SIDEWA-E_06803_01.zip
Sidewalk;s2\SIDEWA-D_09348_01.zip
Sideways SEUCK;s2\SIDEWAYS_22045_01.zip
Sidewinder;s2\SIDEWIN1_06804_01.zip
SideWinder II;s2\SIDEWIN2_06805_01.zip
Sidewize;s2\SIDEWIZE_06806_04.zip
SIDWAVE Shooter;s2\SIDWAVES_28415_01.zip
Siebzehn und Vier;s2\SIEBZEHN_11193_01.zip
Sieg in Afrika;s2\SIEGINAF_06807_01.zip
Siege;s2\SIEGE_06808_01.zip
Siege of Doune Castle, The;s2\SIEGEODC_23650_01.zip
Siete y Medio;s2\SIETEMED_20182_01.zip
Sigma 7;s2\SIGMA7_06809_01.zip
Sigma Wing [Preview];s2\SIGMAWI-_24221_01.zip
Sign of the Sphinx;s2\SIGNOFTS_15312_01.zip
Signet;s2\SIGNET_17571_01.zip
Signore dei Draghi 64, Il;s2\SIGNORED_25370_01.zip
Signore di Blackwood, Il;s2\SIGNOREB_23478_01.zip
Sigue Sigue Sputnik [Preview];s2\SIGUESS-_26210_01.zip
Silence of the Stones, The;s2\SILENCES_27939_01.zip
Silent Destruction;s2\SILENTDE_13612_01.zip
Silent Down;s2\SILENTDO_06810_01.zip
Silent Service;s2\SILENTSE_06811_03.zip
Silent Shadow;s2\SILENTSH_06812_01.zip
Silhouette;s2\SILHOUET_06813_01.zip
Silhouette Game, The;s2\SILHOUEG_20739_01.zip
Silicom Tunnel;s2\SILICOMT_26834_01.zip
Silicon Dreams;s2\SILICOND_06815_01.zip
Silicon Fish;s2\SILICONF_06817_02.zip
Silicon Slick's Lowball Draw Poker!;s2\SSLOWBAL_06818_03.zip
Silicon Warrior;s2\SILICONW_06819_01.zip
Silk Dust;s2\SILKDUST_29770_02.zip
Silkworm;s2\SILKWORM_06820_01.zip
Silly 64;s2\SILLY64_11173_01.zip
Silly Snake;s2\SILLYSNA_16842_01.zip
Silo 64;s2\SILO64_20824_02.zip
Silo Raid;s2\SILORAID_22662_01.zip
Silo-1;s2\SILO-1_13981_01.zip
Silon;s2\SILON_06821_01.zip
Silva Pod;s2\SILVAPOD_06822_02.zip
Silver Axe;s2\SILVERAX_06823_01.zip
Silver Sceptre, The;s2\SILVERSC_09921_01.zip
Silverfish;s2\SILVERFI_06824_02.zip
Silverwolf;s2\SILVERWF_28274_01.zip
Sim City;s2\SIMCITY0_06825_06.zip
Simon;s2\SIMON6_13749_01.zip
Simon;s2\SIMON5_13699_01.zip
Simon;s2\SIMON8_17754_01.zip
Simon;s2\SIMON11_19440_01.zip
Simon;s2\SIMON7_17027_01.zip
Simon;s2\SIMON16_26233_01.zip
Simon;s2\SIMON14_21823_02.zip
Simon;s2\SIMON13_25868_01.zip
Simon;s2\SIMON15_26125_01.zip
Simon;s2\SIMON9_21857_01.zip
Simon;s2\SIMON17_25035_01.zip
Simon;s2\SIMON10_22609_01.zip
Simon;s2\SIMON12_24317_01.zip
Simon;s2\SIMON18_26794_01.zip
Simon;s2\SIMON19_29100_01.zip
Simon;s2\SIMON20_29215_01.zip
Simon;s2\SIMON21_30001_01.zip
Simon;s2\SIMON2_09084_01.zip
Simon;s2\SIMON4_10736_01.zip
Simon;s2\SIMON3_09493_01.zip
Simon;s2\SIMON1_06826_02.zip
Simon 1K;s2\SIMON1K_17073_01.zip
Simon Says;s2\SIMONSAY_14546_01.zip
Simon Says;s2\SIMONSA2_25942_01.zip
Simon64;s2\SIMON64_29605_01.zip
Simone;s2\SIMONE_20709_01.zip
SimoneSays! BASIC;s2\SIMONESB_29049_01.zip
Simple Interest;s2\SIMPLEIN_25218_01.zip
Simple Simon;s2\SIMPLES1_15704_01.zip
Simple Simon;s2\SIMPLES2_15896_01.zip
Simple Substitution in a Monomial;s2\SIMPLESM_14888_01.zip
Simplicity;s2\SIMPLICI_12613_02.zip
Simpsons Arcade Game, The;s2\SIMPSON0_06827_01.zip
Simpsons, The - Bart vs. the Space Mutants;s2\BARTVSSM_00633_01.zip
Simpsons, The - Help Homer Man;s2\SIMPSONS_12890_02.zip
Simulateur;s2\SIMULATE_16419_01.zip
Simulatore Bombardiere;
Simulatore Elicottero;s2\SIMELICO_28589_01.zip
SimulGolf;s2\SIMULGLF_06828_01.zip
Sin City;s2\SINCITY_15992_01.zip
Sinbad;s2\SINBAD_19141_01.zip
Sinbad and the Throne of the Falcon;s2\SINBAD0_06829_02.zip
Sinchi - Guerrilla Contra los Narcos;s2\SINCHI_06830_01.zip
Singe, Le;s2\SINGE_29002_01.zip
Single Extreme Freedom;s2\SINGLEE0_06831_02.zip
Singspiel in Englisch;
Sinister;s2\SINISTER_14061_01.zip
Sink;s2\SINK_22007_01.zip
Sinners;s2\SINNERS_13457_01.zip
Sionia;s2\SIONIA_12891_01.zip
Sir Ababol;s2\SIRABABO_24158_01.zip
Sir Erik;s2\SIRERIK_23997_01.zip
Sir Lancelot;s2\SIRLANCE_06832_01.zip
Sir Lancelot [Preview];s2\SIRLANC-_06833_02.zip
Sir Richard;s2\SIRRICHA_06834_01.zip
Sir Tommy - A Game of Old Patience;s2\SIRTOMMY_14310_01.zip
Siren City;s2\SIRENCIT_06835_03.zip
Sirius;s2\SIRIUS1_06836_01.zip
Sirius;s2\SIRIUS2_06837_01.zip
Sirius Attack;s2\SIRIUSAT_19030_01.zip
Sistema 2001;s2\SIST2001_23123_01.zip
Sitting Duck;s2\SITTINGD_14842_01.zip
Sitting Target;s2\SITTINGT_09396_02.zip
Sitting Target - Reloaded;s2\SITTINGR_19247_01.zip
Situation;s2\SITUATIO_24827_01.zip
Six;s2\SIX_06838_02.zip
Six Chess;s2\SIXCHESS_12892_01.zip
Six Games;s2\SIXGAMES_14073_01.zip
Sixers;
Sixers;s2\SIXERS_20325_01.zip
Sixgun Shootout;s2\SIXGUN_06839_02.zip
Sixth Sense, The [Preview];s2\6THSENS-_06840_01.zip
Sizzler;s2\SIZZLER_27525_01.zip
Sjoelbak-Spel;s2\SJOELBAK_09616_01.zip
Sjoelen;s2\SJOELEN_27752_01.zip
Sk8!;s2\SK8!_22300_01.zip
Skrmtrolden Hugo;s2\SKAEHUGO_23566_01.zip
Skrmtrolden Hugo;s2\SKAEHUGO_06841_01.zip
Skakanje;s2\SKAKANJE_13750_01.zip
Skak-Program;s2\SKAKMAT!_25926_01.zip
Skariten;s2\SKARITE0_06842_01.zip
Skat;s2\SKAT4_06845_01.zip
Skat;s2\SKAT1_06843_01.zip
Skat;s2\SKAT3_06844_01.zip
Skat;s2\SKAT2_06846_01.zip
Skate and Destroy;s2\SKATEAND_06847_01.zip
Skate Crazy;s2\SKATECR0_06848_02.zip
Skate or Die!;s2\SKATEOD0_06849_02.zip
Skateball;s2\SKATEBAL_06851_02.zip
Skateboard Joust;s2\SKATEJOU_06852_01.zip
Skateboard Sam;s2\SKATESAM_13535_01.zip
Skateboarder;s2\SKATEBRD_23120_01.zip
Skateboarding;s2\SKATEBOA_06853_01.zip
Skatebob;s2\SKATEBOB_16266_01.zip
SkateRock;s2\SKATERCK_06854_02.zip
Skaterock Man;s2\SKATRMAN_24244_01.zip
SkateWars;s2\SKATEWAR_06855_02.zip
Skatin' USA;s2\SKATIN_06856_01.zip
Skating Champ;s2\SKATINGC_14077_01.zip
Skat-Karten;s2\SKAT-KAR_25084_01.zip
Skeet;s2\SKEET1_06857_01.zip
Skeet;s2\SKEET2_09274_01.zip
Skeet Shooter;s2\SKEETSH2_12893_01.zip
Skeet Shootin';s2\SKEETSHO_10831_01.zip
Skeet Shooting;s2\SKEETSHT_24570_01.zip
Skeet!;s2\SKEET!_23752_01.zip
Skegpool Rock;s2\SKEGPOOL_06858_01.zip
Skel;s2\SKEL_06859_03.zip
Skeleton;s2\SKELETON_12894_01.zip
Skema;s2\SKEMA_09529_02.zip
Sketch & Paint;s2\SKETCHAP_22924_01.zip
Ski;s2\SKI2_29219_01.zip
Ski;s2\SKI3_29311_01.zip
Ski;s2\SKI4_29826_01.zip
Ski - The Seven Devils Ski Race;s2\SKI7DEVI_12005_01.zip
Ski Adventure;s2\SKIADVEN_10056_01.zip
Ski Folly;s2\SKIFOLL2_21829_01.zip
Ski Folly;s2\SKIFOLLY_09735_01.zip
Ski Hotel;s2\SKIHOTEL_14928_02.zip
Ski Jump;s2\SKIJUMP_24568_02.zip
Ski Jump - Adam Malysz is the Best;s2\SKIJUMPM_25022_01.zip
Ski Jumping;s2\SKIJUMPG_15615_01.zip
Ski Jumping;s2\SKIJUMPG_25937_01.zip
Ski Man;s2\SKIMAN_06862_01.zip
Ski or Die;s2\SKIORDI0_06863_01.zip
Ski Physics;s2\SKIPHYSI_06864_01.zip
Ski Run;s2\SKIRUN_06865_01.zip
Ski Slalom;s2\SKISLALM_12888_01.zip
Ski Sprite;s2\SKISPRIT_28753_01.zip
Ski Trek;s2\SKITREK_22089_01.zip
Ski Vragen;s2\SKIVRAGN_29446_01.zip
Ski Weltcup;s2\SKIWELTC_06866_02.zip
Ski Worldcup;s2\SKIWORLD_29086_01.zip
Ski-Devil;s2\SKIDEVIL_10930_01.zip
Skidmarx;s2\SKIDMA-P_24791_01.zip
Skidmarx;s2\SKIDMA-E_06867_01.zip
Skidz;s2\SKIDZ_06868_01.zip
Skier-64;s2\SKIER64_06869_01.zip
Skiien;s2\SKIIEN_24431_01.zip
Skiing;s2\SKIING2_15263_02.zip
Skiing;s2\SKIING1_12895_01.zip
Skiing 64;s2\SKIING64_06870_01.zip
Skiing!;s2\SKIING!_17284_02.zip
Skill Builders;s2\SKILLBUI_13982_01.zip
Skinautic;s2\SKINAUTC_19050_01.zip
Skinautico;s2\SKINAUTI_14201_01.zip
Skip;s2\SKIP_22420_01.zip
Skippy's Jump;s2\SKIPPYSJ_20689_01.zip
Ski-Run;s2\SKI-RUN1_24659_01.zip
Ski-Run;
Ski-Three-Dee;s2\SKI3D_11925_01.zip
Skjut fr att trffa;s2\SKJUTFAT_22237_01.zip
Sklep;s2\SKLEP_24416_01.zip
Skol ventyret;s2\SKOLAVEN_22243_02.zip
Skool Daze;s2\SKOOLDAZ_06871_02.zip
Skor 4;s2\SKOR4_30093_01.zip
Skramble;s2\SKRAMBL3_18612_01.zip
Skramble;s2\SKRAMBL4_20712_01.zip
Skramble;s2\SKRAMBL2_06872_02.zip
Skramble;s2\SKRAMBL1_06873_02.zip
Skramble!;s2\SKRAMBLE_17581_02.zip
Skrive Trener;s2\SKRIVETR_21341_01.zip
Skrivetrening;s2\SKRIVETR_25058_01.zip
Skull;s2\SKULL_06875_02.zip
Skull and Crossbones;s2\SKULLCRO_06876_02.zip
Skull Island;s2\SKULLISL_06877_01.zip
Skull Trap;s2\SKULLTRP_15342_01.zip
Skull vs. the WCBA;s2\SKULLVSW_06878_01.zip
Skull vs. You - SCBA Boxing;s2\SKULLVSY_06879_01.zip
Skulls of the Pyramid;s2\SKULLSOP_17762_01.zip
Skulz;s2\SKULZ1_06880_01.zip
Skulz II;s2\SKULZ2_06881_01.zip
Sky Diver;s2\SKYDIVR1_15804_01.zip
Sky Diver;s2\SKYDIVR2_24608_01.zip
Sky Diver;s2\SKYDIVR3_06890_01.zip
Sky Diver's Danger;s2\SKYDDANG_13153_01.zip
Sky Diving;s2\SKYDIVIN_27376_01.zip
Sky Fighter;s2\SKYFIGHT_19445_01.zip
Sky High Stuntman;s2\SKYHIGH_06882_01.zip
Sky is Falling BASIC, The;s2\SKYISFAB_27527_01.zip
Sky is Falling, The;s2\SKYISFAL_27141_01.zip
Sky Pilot;s2\SKYPILOT_11964_01.zip
Sky Raid;s2\SKYRAID_19510_01.zip
Sky Runner;s2\SKYRUNNR_06885_02.zip
Sky Scrape Diving;s2\SKYSCRAP_28042_01.zip
Sky Shark;s2\SKYSHARK_06886_02.zip
Sky Terror;s2\SKYTERRO_12427_01.zip
Sky Travel - A Window to Our Galaxy;s2\SKYTRAVL_06887_01.zip
Sky Twice;s2\SKYTWICE_06888_02.zip
Sky Warrior;s2\SKYWARRI_11190_01.zip
Skyblast;s2\SKYBLAST_12898_01.zip
Skydemon;s2\SKYDEMON_15801_01.zip
Skydiver;s2\SKYDIVER_28528_01.zip
Skyfall Ace;s2\SKYFALL_06891_02.zip
Skyfox;s2\SKYFOX-0_25386_01.zip
Skyfox;s2\SKYFOX1_06892_01.zip
Skyfox;s2\SKYFOX_11647_02.zip
Skyfox II - The Cygnus Conflict;s2\SKYFOX2A_06893_01.zip
Sky-Jack [Preview];s2\SKYJACK-_06883_01.zip
Skyjet;s2\SKYJET_06884_02.zip
Skylark;s2\SKYLARK_06894_02.zip
Skylight [Preview];s2\SKYLGHT-_22182_01.zip
Skyline;s2\SKYLINE_22781_01.zip
Skyline Attack;s2\SKYLINEA_06895_02.zip
Skyrace;s2\SKYRACE_06896_01.zip
Skyraider;s2\SKYRAIDR_06897_01.zip
Sky-Run;s2\SKY-RUN_06889_02.zip
Skyt;s2\SKYT_06898_01.zip
Skywalker;s2\SKYWALKE_28410_01.zip
Skywalker, The;s2\SKYWALKR_24225_01.zip
Slacker;s2\SLACKER_26324_01.zip
Slag bij de Shrix-Heuvels, De;s2\SLAGBIJS_17428_01.zip
Slag bij de Shrix-Heuvels, De;
Slag om Engeland;s2\SLAGOMEN_24438_01.zip
Slagen voor het Rij-examen;s2\SLAGENV0_12823_03.zip
Slagskibe;s2\SLAGSKIB_25049_01.zip
Slaine;s2\SLAINE_06899_02.zip
Slalom;s2\SLALOM4_15637_01.zip
Slalom;s2\SLALOM11_19070_01.zip
Slalom;s2\SLALOM5_16510_02.zip
Slalom;s2\SLALOM6_20899_01.zip
Slalom;s2\SLALOM12_23535_01.zip
Slalom;s2\SLALOM10_21940_01.zip
Slalom;s2\SLALOM9_22610_01.zip
Slalom;s2\SLALOM7_22002_01.zip
Slalom;s2\SLALOM8_22234_01.zip
Slalom;s2\SLALOM16_29194_01.zip
Slalom;s2\SLALOM14_27897_01.zip
Slalom;s2\SLALOM15_28493_01.zip
Slalom;s2\SLALOM17_30144_01.zip
Slalom;s2\SLALOM2_06901_01.zip
Slalom;s2\SLALOM1_06900_01.zip
Slalom;s2\SLALOM3_12198_02.zip
Slalom;s2\SLALOM13_06861_02.zip
Slalom Gigante;s2\SLALOMGI_14202_01.zip
Slalom Keesie;s2\SLALOMKE_11182_01.zip
Slalom Run;s2\SLALOMRU_10225_01.zip
Slamball;s2\SLAMBALL_13257_01.zip
Slamball;s2\SLAMBALL_06903_02.zip
Slam-Dunk;s2\SLAMDUNK_06902_01.zip
Slammer [Preview];s2\SLAMMER-_06904_01.zip
Slange 64;s2\SLANGE64_14672_01.zip
Slangen;s2\SLANGEN_25081_02.zip
Slap and Tickle;s2\SLAPTICK_06905_01.zip
Slap Fight;s2\SLAPFGHT_06906_03.zip
Slap Shot;s2\SLAPSHOT_09677_02.zip
Slapshot;s2\SLAPSHOT_20263_01.zip
Slapshot;s2\SLAPSHT1_06907_01.zip
Slapshot II - International Hockey;s2\SLAPSHT2_06908_02.zip
Slarti and Stash Space Saga, The;s2\SLARTISS_18973_01.zip
Slash;s2\SLASH_06909_01.zip
Slaterman;s2\SLATER-P_13641_01.zip
Slaterman;s2\SLATER-E_06910_01.zip
Slavia;s2\SLAVIA1_26851_01.zip
Slavia II;s2\SLAVIA-E_26415_01.zip
Slavia II;s2\SLAVIA-P_26416_01.zip
Slavia II Deluxe;s2\SLAVIA2D_26852_01.zip
Slavic Law;s2\SLAVICLW_16580_01.zip
Slayer;s2\SLAYER_06912_03.zip
Sled Ride;s2\SLEDRIDE_06913_01.zip
Sleds!;s2\SLEDS_26537_01.zip
Sleepwalker;s2\SLEEPW-P_15926_01.zip
Sleepwalker;s2\SLEEPWAL_27103_01.zip
Sleepwalker;s2\SLEEPWA0_06914_01.zip
Sleepwalker;s2\SLEEPW-E_06915_02.zip
Sleepwalking Backwards;s2\SLEEPWBW_24134_01.zip
Sleigh Surprise;s2\SLEIGHSU_17520_01.zip
Slembl;s2\SLEMBL1_14985_01.zip
Slembl - The Revange;s2\SLEMBL2_14238_01.zip
Sleuth;s2\SLEUTH_06916_01.zip
Slick;s2\SLICK_16806_01.zip
Slicker Puzzle;s2\SLICKERP_06917_02.zip
Slicks;s2\SLICKS_06918_01.zip
Slide;s2\SLIDE3_16607_01.zip
Slide;s2\SLIDE2_11960_01.zip
Slide;s2\SLIDE1_06919_01.zip
Slide Poker;s2\SLIDEPOK_12530_02.zip
Slide!;s2\SLIDE!_23597_01.zip
Slider;s2\SLIDER_14989_02.zip
Slider;s2\SLIDER2_19431_01.zip
Slider [Preview];s2\SLIDER-_09503_01.zip
Slider Session;s2\SLIDERSE_26377_01.zip
Slider Wall;s2\SLIDERWA_29556_02.zip
Sliders;s2\SLIDERS_06920_01.zip
Slideways;s2\SLIDEWAY_21455_01.zip
Slidez [Preview];s2\SLIDEZ-_18640_01.zip
Sliding Block Puzzles;s2\SLIDINGB_12705_01.zip
Sliding Blocks;s2\SLIDNGBL_13332_01.zip
Sliding Checkers;s2\SLIDINGC_13262_01.zip
Sliding Skill;s2\SLIDINGS_06921_01.zip
Sliding Tiles;s2\SLIDINGT_29072_01.zip
Sliggy on Patrol;s2\SLIGGYOP_13778_02.zip
Sliggy SOS;s2\SLIGGYSO_17022_02.zip
Slightly Magic;s2\SLIGHTLY_06922_02.zip
Slime;s2\SLIME_26308_01.zip
Slime Deluxe;s2\SLIMEDLX_26307_02.zip
Slimer;s2\SLIMER_20750_01.zip
Slimey's Mine;s2\SLIMEY_06923_02.zip
Slimey's Mine - Hip Hop Version;s2\SLIMEY93_12899_01.zip
Slimi;s2\SLIMI_25622_01.zip
Slimy;s2\SLIMY_26887_01.zip
Slinky;s2\SLINKY_06924_02.zip
Slip of the Memory;s2\SLIPOFTM_06925_01.zip
Slippery Sid;s2\SLIPPSID_30141_01.zip
Slippery Snake;s2\SLIPSNAK_18647_01.zip
Slippery, The;s2\SLIPPERY_06926_01.zip
Slipstream;s2\SLIPSTRM_27067_01.zip
Slither;s2\SLITHER4_25083_01.zip
Slither;s2\SLITHER3_22644_01.zip
Slither;s2\SLITHER2_11907_01.zip
Slither;s2\SLITHER1_06927_01.zip
Slither Duel;s2\SLITHERD_10735_01.zip
Slither IV;s2\SLITHR4_26232_01.zip
Slither V;s2\SLITHER5_10734_01.zip
Slot;s2\SLOT_13150_01.zip
Slot Car Racer;s2\SLOTCAR_09258_01.zip
Slot Machine;s2\SLOTMAC3_14423_01.zip
Slot Machine;s2\SLOTMAC2_21059_02.zip
Slot Machine;s2\SLOTMAC8_24192_01.zip
Slot Machine;s2\SLOTMAC5_22203_01.zip
Slot Machine;s2\SLOTMAC7_23340_01.zip
Slot Machine;s2\SLOTMAC4_22003_01.zip
Slot Machine;s2\SLOTMAC1_12518_01.zip
Slot Machine C64-Luck;s2\SLOTMC64_15755_01.zip
Slot Machine C64-Luck;s2\SLOTMC65_28707_01.zip
Slot Machine v.6;s2\SLOTMAC6_10733_01.zip
Slot Machine Version I;s2\SLOTMAV1_15856_01.zip
Slot Machine Version II;s2\SLOTMAV2_12900_01.zip
Slot Maschine;s2\SLOTMASC_13518_02.zip
Slot64;s2\SLOT64_26761_01.zip
Slotmeister;s2\SLOTMEIS_12499_01.zip
Slots;s2\SLOTS2_15347_01.zip
Slots;s2\SLOTS3_21941_01.zip
Slots;s2\SLOTS1_06928_01.zip
Slots Jackpot;s2\SLOTSJCK_13854_01.zip
Slottet i Zydor;s2\SLOTTETZ_18621_01.zip
Slownik Angielsko-Polski;s2\SLOWNIK_24415_01.zip
Slug;s2\SLUG_06930_04.zip
Slug [Preview];s2\SLUG-_29023_01.zip
Slugger;s2\SLUGGER2_12896_01.zip
Slugger, The;s2\SLUGGER1_06931_01.zip
Slugs;s2\SLUGS_14604_01.zip
Slugy;s2\SLUGY_23015_01.zip
Slurpy;s2\SLURPY_06932_03.zip
Sly Fox;s2\SLYFOX_16576_01.zip
Sly Spy Secret Agent;s2\SLYSPY0_06933_01.zip
Slynky;s2\SLYNKY_25677_01.zip
Slynky in Moroder;s2\SLYNKYIM_21994_01.zip
Slynky l'Esploratore;s2\SLYNKYLE_26338_01.zip
Smack;s2\SMACK_27533_01.zip
Small Getaway, A [Preview];s2\SMALLGET_28063_01.zip
Small Grid;s2\SMALLGRD_29968_01.zip
Small Invaders;s2\SMALLINV_28748_01.zip
Small Maze;s2\SMALLMAZ_17477_01.zip
Small Numbers;s2\SMALLNUM_10230_01.zip
Small Town Mission;s2\SMALLTWN_15738_01.zip
Smaller-Bigger;s2\SMALLERB_15945_01.zip
Smaragd;s2\SMARAGD_16189_02.zip
Smartees;s2\SMARTEES_25575_01.zip
Smartris [Preview];s2\SMARTRI-_06934_01.zip
Smash;s2\SMASH2_19561_01.zip
Smash;s2\SMASH3_20215_01.zip
Smash;s2\SMASH4_24072_01.zip
Smash;s2\SMASH1_06935_01.zip
Smash 4K;s2\SMASH4K_16262_01.zip
Smash da Glazz;s2\SMASHDAG_19808_01.zip
Smash Out;s2\SMASHOUT_06936_01.zip
Smash the Windows;s2\SMASHWIN_09397_02.zip
Smash TV;s2\SMASHTV_06937_01.zip
Smash-Ball;s2\SMASHBAL_06938_01.zip
SMASHED - The Strangest Mobile Army Surgical Hospital East of Detroit;s2\SMASHED_06939_01.zip
Smasher;s2\SMASHER1_09431_01.zip
Smasher II;s2\SMASHER2_06940_02.zip
Smasheroids;s2\SMASHERO_13307_02.zip
Smashout;s2\SMASHOU2_10938_01.zip
Smedley;s2\SMEDLEY_10294_01.zip
Smiley Grrr Oooh!!;s2\SMILEYGR_23007_01.zip
Smiley in Space;s2\SMILEYIS_15013_01.zip
Smiley's Run;s2\SMILEYS_06941_01.zip
SMO - Nationaal Ondernemingsspel;s2\SMO0_29762_01.zip
Smoke It;s2\SMOKEIT_06942_01.zip
Smokey;s2\SMOKEY_29009_01.zip
Smolly;s2\SMOLLY_14203_01.zip
Smrt nebo svobodu!;s2\SMRTNEBO_14431_02.zip
Smuggler;s2\SMUGGLER_06943_02.zip
Smugglers' Inn;s2\SMUGGINN_06944_01.zip
Smurf 2 - The Revenge;s2\SMURF2_06945_02.zip
Smurf Alphabet;s2\SMURFALP_17286_01.zip
Smurf It!;s2\SMURFIT!_21460_01.zip
Smurf Rescue;s2\SMURFRES_06946_01.zip
Smurfen;s2\SMURFEN_06947_01.zip
Smurferna;s2\SMURFERN_17273_01.zip
Smurfs;s2\SMURFS_06948_02.zip
Smurfs, The - Silent Version;s2\SMURFSSV_17141_01.zip
Smurk;s2\SMURK_13188_01.zip
Snackman;s3\SNACKMAN_06949_02.zip
Snacks 4 Snakes;s3\SNACKS4S_15867_01.zip
Snaffle;s3\SNAFFLE_15029_01.zip
Snafu;s3\SNAFU_06950_01.zip
Snafu '64;s3\SNAFU64_26874_01.zip
Snafufun;s3\SNAFUFUN_24397_01.zip
Snail;s3\SNAIL_18916_01.zip
Snails' Trails;s3\SNAILSTR_12901_01.zip
Snake;s3\SNAKE05_15605_01.zip
Snake;s3\SNAKE10_17579_01.zip
Snake;s3\SNAKE09_16750_02.zip
Snake;s3\SNAKE03_13751_01.zip
